1	0	300000	36.2373
1	300000	600000	36.39
1	600000	900000	35.9947
1	900000	1200000	36.7423
1	1200000	1500000	36.0807
1	1500000	1800000	36.1983
1	1800000	2100000	36.6533
1	2100000	2400000	36.358
1	2400000	2700000	35.9183
1	2700000	3000000	35.6877
1	3000000	3300000	36.158
1	3300000	3600000	36.2573
1	3600000	3900000	35.2953
1	3900000	4200000	35.683
1	4200000	4500000	35.7243
1	4500000	4800000	36.216
1	4800000	5100000	35.0397
1	5100000	5400000	35.588
1	5400000	5700000	35.3107
1	5700000	6000000	35.615
1	6000000	6300000	36.1207
1	6300000	6600000	36.9177
1	6600000	6900000	35.7343
1	6900000	7200000	36.092
1	7200000	7500000	36.2247
1	7500000	7800000	36.1673
1	7800000	8100000	36.3793
1	8100000	8400000	36.4703
1	8400000	8700000	36.931
1	8700000	9000000	36.952
1	9000000	9300000	36.366
1	9300000	9600000	35.5887
1	9600000	9900000	36.786
1	9900000	10200000	36.322
1	10200000	10500000	36.0123
1	10500000	10800000	36.5337
1	10800000	11100000	36.3833
1	11100000	11400000	36.6533
1	11400000	11700000	35.4217
1	11700000	12000000	36.6237
1	12000000	12300000	34.88
1	12300000	12600000	36.2097
1	12600000	12900000	36.0657
1	12900000	13200000	36.383
1	13200000	13500000	36.504
1	13500000	13800000	36.4347
1	13800000	14100000	37.2153
1	14100000	14400000	36.7623
1	14400000	14700000	36.549
1	14700000	15000000	36.1947
1	15000000	15300000	36.732
1	15300000	15600000	36.1313
1	15600000	15900000	36.9993
1	15900000	16200000	36.7503
1	16200000	16500000	37.09
1	16500000	16800000	36.587
1	16800000	17100000	37.429
1	17100000	17400000	37.8127
1	17400000	17700000	37.192
1	17700000	18000000	36.5513
1	18000000	18300000	37.3407
1	18300000	18600000	37.4733
1	18600000	18900000	37.2943
1	18900000	19200000	38.2067
1	19200000	19500000	39.114
1	19500000	19800000	39.0053
1	19800000	20100000	37.851
1	20100000	20400000	39.069
1	20400000	20700000	39.5723
1	20700000	21000000	38.6737
1	21000000	21300000	38.827
1	21300000	21600000	37.3723
1	21600000	21900000	38.2563
1	21900000	22200000	37.3103
1	22200000	22500000	38.51
1	22500000	22800000	36.767
1	22800000	23100000	37.8643
1	23100000	23400000	36.739
1	23400000	23700000	36.908
1	23700000	24000000	36.4093
1	24000000	24300000	37.6073
1	24300000	24600000	37.1203
1	24600000	24900000	37.4653
1	24900000	25200000	37.071
1	25200000	25500000	37.3437
1	25500000	25800000	37.034
1	25800000	26100000	36.48
1	26100000	26400000	36.848
1	26400000	26700000	37.1437
1	26700000	27000000	36.4683
1	27000000	27300000	38.0593
1	27300000	27600000	37.396
1	27600000	27900000	37.8477
1	27900000	28200000	37.2903
1	28200000	28500000	37.578
1	28500000	28800000	37.494
1	28800000	29100000	36.7817
1	29100000	29400000	37.698
1	29400000	29700000	37.303
1	29700000	30000000	37.8473
1	30000000	30300000	37.411
1	30300000	30600000	36.8717
1	30600000	30900000	37.738
1	30900000	31200000	37.7087
1	31200000	31500000	36.764
1	31500000	31800000	36.86
1	31800000	32100000	36.9257
1	32100000	32400000	36.9033
1	32400000	32700000	36.7587
1	32700000	33000000	36.198
1	33000000	33300000	36.587
1	33300000	33600000	36.827
1	33600000	33900000	36.429
1	33900000	34200000	36.881
1	34200000	34500000	36.203
1	34500000	34800000	36.2483
1	34800000	35100000	35.755
1	35100000	35400000	36.403
1	35400000	35700000	35.941
1	35700000	36000000	35.9687
1	36000000	36300000	35.95
1	36300000	36600000	35.7863
1	36600000	36900000	36.143
1	36900000	37200000	36.2667
1	37200000	37500000	35.4913
1	37500000	37800000	36.1913
1	37800000	38100000	35.9853
1	38100000	38400000	35.8753
1	38400000	38700000	36.655
1	38700000	39000000	35.367
1	39000000	39300000	35.5353
1	39300000	39600000	36.0017
1	39600000	39900000	35.459
1	39900000	40200000	35.5043
1	40200000	40244650	39.1803
2	0	300000	35.8317
2	300000	600000	36.2123
2	600000	900000	36.2617
2	900000	1200000	36.3077
